"Var1"	"Freq"
"1815"	"Parkinsons disease	Disease	MESH:D010300
28251677	338	340	PD	Disease	MESH:D010300
28251677	415	428	I dysfunction	Disease	MESH:D009081
28251677	830	842	parkinsonism	Disease	MESH:D010302
28251677	959	961	PD	Disease	MESH:D010300
28251677	1035	1037	PD	Disease	MESH:D010300
28251677	1450	1470	complex I deficiency	Disease	MESH:C537475
28251677	1743	1760	neurodegeneration	Disease	MESH:D019636
28251677	1764	1766	PD	Disease	MESH:D010300
28251677	1789	1820	Parkinson and Movement Disorder	Disease	MESH:D010302
28251623	84	103	Parkinsons disease"	1
"1816"	"Parkinsons disease	Disease	MESH:D010300
28251720	283	285	PD	Disease	MESH:D010300
28251720	344	346	PD	Disease	MESH:D010300
28251720	678	680	PD	Disease	MESH:D010300
28251720	737	739	PD	Disease	MESH:D010300
28251720	798	800	PD	Disease	MESH:D010300
28251720	916	918	PD	Disease	MESH:D010300
28251720	1095	1097	PD	Disease	MESH:D010300
28251720	1162	1164	PD	Disease	MESH:D010300
28251677	30	55	mitochondrial dysfunction	Disease	MESH:D028361
28251677	59	78	Parkinsons disease"	1
"1817"	"Parkinsons disease	Disease	MESH:D010300
28256006	104	123	Alzheimers disease"	1
"1818"	"Parkinsons disease	Disease	MESH:D010300
28257086	492	509	neurodegeneration	Disease	MESH:D019636
28256935	362	381	Parkinsons disease"	1
"1819"	"Parkinsons disease	Disease	MESH:D010300
28258927	57	76	Parkinsons disease"	1
"1820"	"Parkinsons disease	Disease	MESH:D010300
28263550	181	183	PD	Disease	MESH:D010300
28263550	370	372	PD	Disease	MESH:D010300
28263550	507	509	PD	Disease	MESH:D010300
28263550	542	544	PD	Disease	MESH:D010300
28263550	788	790	PD	Disease	MESH:D010300
28263550	851	853	PD	Disease	MESH:D010300
28263550	1133	1135	PD	Disease	MESH:D010300
28263550	1209	1211	PD	Disease	MESH:D010300
28263256	55	72	Parkinson Disease	Disease	MESH:D010300
28263256	191	208	Parkinson disease	Disease	MESH:D010300
28263256	416	433	Parkinson disease	Disease	MESH:D010300
28263256	910	927	Parkinson disease	Disease	MESH:D010300
28263256	1045	1070	cardiorespiratory fitness	Disease	MESH:D012640
28263256	1244	1269	cardiorespiratory fitness	Disease	MESH:D012640
28263256	1294	1301	falling	Disease	MESH:D002303
28263256	1376	1393	Parkinson disease	Disease	MESH:D010300
28263256	1583	1600	Parkinson disease	Disease	MESH:D010300
28263256	1736	1761	cardiorespiratory fitness	Disease	MESH:D012640
28263256	1781	1788	falling	Disease	MESH:D002303
28263256	1919	1936	Parkinson disease	Disease	MESH:D010300
28263252	26	43	Parkinson Disease	Disease	MESH:D010300
28263252	104	125	Cognitive Impairments	Disease	MESH:D003072
28263252	222	239	Parkinson disease	Disease	MESH:D010300
28263252	241	243	PD	Disease	MESH:D010300
28263252	472	474	PD	Disease	MESH:D010300
28263252	596	598	PD	Disease	MESH:D010300
28263252	678	689	vertebra C7	Disease	MESH:C566443
28263252	836	842	tremor	Disease	MESH:D014202
28263252	844	856	bradykinesia	Disease	MESH:D018476
28263252	858	866	rigidity	Disease	MESH:D009127
28263252	1699	1701	PD	Disease	MESH:D010300
28263251	71	88	Parkinson Disease	Disease	MESH:D010300
28263251	146	163	Parkinson disease	Disease	MESH:D010300
28263251	172	208	decreased axial head-pelvis rotation	Disease	MESH:D009069
28263251	498	515	Parkinson disease	Disease	MESH:D010300
28263251	655	668	head rotation	Disease	MESH:D009069
28263251	692	706	axial rotation	Disease	MESH:D009069
28263251	1188	1203	pelvic rotation	Disease	MESH:D009069
28263251	1413	1445	decreased head-pelvis separation	Disease	MESH:D010386
28263251	1541	1564	axial movement deficits	Disease	MESH:C537792
28263159	1	11	Dyskinesia	Disease	MESH:D004409
28263159	15	34	Parkinsons disease"	1
"1821"	"Parkinsons disease	Disease	MESH:D010300
28269510	196	198	PD	Disease	MESH:D010300
28269510	532	534	PD	Disease	MESH:D010300
28269510	1129	1131	PD	Disease	MESH:D010300
28269393	20	27	tremors	Disease	MESH:D014202
28269393	45	64	Parkinsons disease"	1
"1822"	"Parkinsons disease	Disease	MESH:D010300
28269643	306	308	PD	Disease	MESH:D010300
28269643	815	817	PD	Disease	MESH:D010300
28269643	1327	1329	PD	Disease	MESH:D010300
28269640	59	78	Parkinsons disease"	1
"1823"	"Parkinsons disease	Disease	MESH:D010300
28273718	74	86	brain damage	Disease	MESH:D001925
28273718	93	110	cerebral ischemia	Disease	MESH:D002545
28273718	117	136	Parkinsons disease"	1
"1824"	"Parkinsons disease	Disease	MESH:D010300
28276272	240	242	PD	Disease	MESH:D010300
28276272	274	276	PD	Disease	MESH:D010300
28276272	508	510	PD	Disease	MESH:D010300
28276272	985	987	PD	Disease	MESH:D010300
28276272	1061	1073	inflammation	Disease	MESH:D007249
28276272	1336	1338	PD	Disease	MESH:D010300
28276272	1468	1470	PD	Disease	MESH:D010300
28276260	123	142	Parkinsons disease"	1
"1825"	"Parkinsons disease	Disease	MESH:D010300
28281653	184	203	Parkinsons disease"	1
"1826"	"Parkinsons disease	Disease	MESH:D010300
28282810	367	386	Parkinsons disease"	1
"1827"	"Parkinsons disease	Disease	MESH:D010300
28288093	0	17	Malaria parasites	Disease	MESH:D008288
28288093	422	438	malaria parasite	Disease	MESH:D008288
28287777	38	57	Parkinsons disease"	1
"1828"	"Parkinsons disease	Disease	MESH:D010300
28289797	50	69	Parkinsons disease"	1
"1829"	"Parkinsons Disease	Disease	MESH:D010300
28290191	1180	1199	Parkinsons disease"	1
"1830"	"Parkinsons disease	Disease	MESH:D010300
28300150	220	222	PD	Disease	MESH:D010300
28300150	297	299	PD	Disease	MESH:D010300
28300150	503	505	PD	Disease	MESH:D010300
28300150	908	910	PD	Disease	MESH:D010300
28299787	66	85	Parkinsons disease"	1
"1831"	"Parkinsons disease	Disease	MESH:D010300
28303202	176	195	Parkinsons disease"	1
"1832"	"Parkinsons Disease	Disease	MESH:D010300
28314412	170	189	Parkinsons disease"	1
"1833"	"Parkinsons disease	Disease	MESH:D010300
28319654	241	260	Parkinsons disease"	1
"1834"	"Parkinsons disease	Disease	MESH:D010300
28320136	150	169	Parkinsons disease"	1
"1835"	"Parkinsons disease	Disease	MESH:D010300
28320195	410	412	PD	Disease	MESH:D010300
28320195	447	449	PD	Disease	MESH:D010300
28320195	984	992	deficits	Disease	MESH:D009461
28320195	1217	1231	hallucinations	Disease	MESH:D006212
28320195	1316	1330	hallucinations	Disease	MESH:D006212
28320195	1455	1457	PD	Disease	MESH:D010300
28320195	1708	1710	PD	Disease	MESH:D010300
28320190	23	44	dystonia-parkinsonism	Disease	MESH:C567730
28320176	48	76	Lewy body spectrum disorders	Disease	MESH:D020961
28320167	31	50	Parkinsons disease"	1
"1836"	"Parkinsons disease	Disease	MESH:D010300
28320779	196	215	Parkinsons disease"	1
"1837"	"Parkinsons disease	Disease	MESH:D010300
28323023	206	208	PD	Disease	MESH:D010300
28323023	390	392	PD	Disease	MESH:D010300
28323023	1291	1312	degenerative diseases	Disease	MESH:D019636
28323013	24	44	sensorimotor rhythms	Disease	MESH:D020233
28323013	220	226	stroke	Disease	MESH:D020521
28323013	228	237	Parkinson	Disease	MESH:D010302
28323013	1560	1574	motor deficits	Disease	MESH:D009461
28322751	66	85	Parkinsons disease"	1
"1838"	"Parkinsons Disease	Disease	MESH:D010300
28323427	224	243	Parkinsons disease"	1
"1839"	"Parkinsons disease	Disease	MESH:D010300
28328536	50	69	Parkinsons disease"	1
"1840"	"Parkinsons disease	Disease	MESH:D010300
28330542	23	31	Dementia	Disease	MESH:D003704
28330542	37	79	Lewy bodies and Parkinson disease dementia	Disease	MESH:D010300
28330542	196	204	dementia	Disease	MESH:D003704
28329332	0	97	Excessive Daytime Sleepiness Predicts Neurodegeneration in Idiopathic REM Sleep Behavior Disorder	Disease	MESH:D012893
28329332	159	177	daytime sleepiness	Disease	MESH:D012893
28329332	207	233	neurodegenerative diseases	Disease	MESH:D019636
28329332	251	289	idiopathic REM sleep behavior disorder	Disease	MESH:D020187
28329332	291	295	iRBD	Disease	MESH:D020187
28329332	336	340	iRBD	Disease	MESH:D020187
28329332	575	579	iRBD	Disease	MESH:D020187
28329332	634	660	neurodegenerative diseases	Disease	MESH:D019636
28329332	805	831	neurodegenerative diseases	Disease	MESH:D019636
28329332	1031	1057	neurodegenerative diseases	Disease	MESH:D019636
28329332	1193	1203	depression	Disease	MESH:D000275
28329332	1205	1228	obstructive sleep apnea	Disease	MESH:D020181
28329332	1339	1358	Parkinsons disease"	1
"1841"	"Parkinsons disease	Disease	MESH:D010300
28330770	260	279	Parkinsons disease"	1
"1842"	"Parkinsons disease	Disease	MESH:D010300
28336296	1425	1444	Parkinsons disease"	1
"1843"	"Parkinsons disease	Disease	MESH:D010300
28336296	2093	2112	Parkinsons disease"	1
"1844"	"Parkinsons disease	Disease	MESH:D010300
28336296	2600	2619	Parkinsons disease"	1
"1845"	"Parkinsons disease	Disease	MESH:D010300
28336296	2806	2825	Parkinsons disease"	1
"1846"	"Parkinsons disease	Disease	MESH:D010300
28336296	3355	3374	Parkinsons disease"	1
"1847"	"Parkinsons disease	Disease	MESH:D010300
28336296	3529	3548	Parkinsons disease"	1
"1848"	"Parkinsons disease	Disease	MESH:D010300
28336296	3991	4010	Parkinsons disease"	1
"1849"	"Parkinsons disease	Disease	MESH:D010300
28336296	4107	4126	Parkinsons disease"	1
"1850"	"Parkinsons disease	Disease	MESH:D010300
28336296	423	442	Parkinsons disease"	1
"1851"	"Parkinsons disease	Disease	MESH:D010300
28336296	4422	4441	Parkinsons disease"	1
"1852"	"Parkinsons disease	Disease	MESH:D010300
28336296	741	760	Parkinsons disease"	1
"1853"	"Parkinsons disease	Disease	MESH:D010300
28336296	893	910	movement disorder	Disease	MESH:D009069
28336296	947	966	Parkinsons Disease"	1
"1854"	"Parkinsons disease	Disease	MESH:D010300
28337120	0	14	Antidyskinetic	Disease	
28337120	102	130	Striatum of Hemiparkinsonian	Disease	MESH:D020267
28337120	152	162	dyskinesia	Disease	MESH:D004409
28337120	248	267	Parkinsons disease"	1
"1855"	"Parkinsons disease	Disease	MESH:D010300
28337542	877	896	Parkinsons disease"	1
"1856"	"Parkinsons disease	Disease	MESH:D010300
28339403	140	142	PD	Disease	MESH:D010300
28339403	478	480	PD	Disease	MESH:D010300
28339403	489	523	neurodegenerative tremor disorders	Disease	MESH:D014202
28339403	834	836	PD	Disease	MESH:D010300
28339403	983	985	PD	Disease	MESH:D010300
28339403	1733	1735	PD	Disease	MESH:D010300
28339122	0	9	Mortality	Disease	MESH:D003643
28339122	58	71	tic disorders	Disease	MESH:D013981
28339122	81	98	tourette syndrome	Disease	MESH:D005879
28339122	142	151	mortality	Disease	MESH:D003643
28339122	177	190	tic disorders	Disease	MESH:D013981
28339122	230	245	premature death	Disease	MESH:D003643
28339122	266	279	tic disorders	Disease	MESH:D013981
28339122	289	306	Tourette syndrome	Disease	MESH:D005879
28339122	393	402	mortality	Disease	MESH:D003643
28339122	500	521	psychiatric disorders	Disease	MESH:D001523
28339122	562	575	tic disorders	Disease	MESH:D013981
28339122	608	613	death	Disease	MESH:D003643
28339122	648	661	tic disorders	Disease	MESH:D013981
28339122	663	672	mortality	Disease	MESH:D003643
28339122	719	736	Tourette syndrome	Disease	MESH:D005879
28339122	738	747	mortality	Disease	MESH:D003643
28339122	858	898	attention-deficit/hyperactivity disorder	Disease	MESH:D001289
28339122	900	929	obsessive-compulsive disorder	Disease	MESH:D009771
28339122	952	964	tic disorder	Disease	MESH:D013981
28339122	1000	1009	mortality	Disease	MESH:D003643
28339122	1016	1025	mortality	Disease	MESH:D003643
28339122	1095	1104	mortality	Disease	MESH:D003643
28339122	1309	1314	death	Disease	MESH:D003643
28339122	1392	1423	Parkinson and Movement Disorder	Disease	MESH:D010302
28339068	9	28	Parkinsons disease"	1
"1857"	"Parkinsons disease	Disease	MESH:D010300
28340952	304	306	PD	Disease	MESH:D010300
28340952	312	331	Alzheimers disease"	1
"1858"	"Parkinsons disease	Disease	MESH:D010300
28350890	2136	2154	movement disorders	Disease	MESH:D009069
28350821	202	210	dementia	Disease	MESH:D003704
28350821	252	260	dementia	Disease	MESH:D003704
28350821	423	448	neuropathological lesions	Disease	MESH:D004198
28350821	513	552	cognitive and neuropsychiatric symptoms	Disease	MESH:D001523
28350821	574	582	dementia	Disease	MESH:D003704
28350821	719	739	cognitive impairment	Disease	MESH:D003072
28350821	983	1008	neuropsychiatric symptoms	Disease	MESH:D001523
28350821	1089	1114	neuropathological lesions	Disease	MESH:D004198
28350821	1119	1139	cognitive impairment	Disease	MESH:D003072
28350821	1399	1407	dementia	Disease	MESH:D003704
28350821	1561	1578	Alzheimer disease	Disease	MESH:D000544
28350821	1580	1582	AD	Disease	MESH:D000544
28350821	1596	1613	vascular dementia	Disease	MESH:D015140
28350821	1615	1618	VaD	Disease	MESH:D015140
28350821	1653	1674	hippocampal sclerosis	Disease	MESH:D012598
28350821	1676	1692	lacunar infarcts	Disease	MESH:D059409
28350821	1702	1717	atherosclerosis	Disease	MESH:D050197
28350821	1719	1735	siderocalcinosis	Disease	
28350821	1741	1758	Lewy body disease	Disease	MESH:D020961
28350821	1794	1814	cognitive impairment	Disease	MESH:D003072
28350821	2092	2094	AD	Disease	MESH:D000544
28350821	2119	2127	dementia	Disease	MESH:D003704
28350821	2143	2161	Parkinson dementia	Disease	MESH:C537240
28350821	2346	2366	cognitive impairment	Disease	MESH:D003072
28350795	71	88	Alzheimer disease	Disease	MESH:D000544
28350795	124	141	Alzheimer disease	Disease	MESH:D000544
28350795	143	145	AD	Disease	MESH:D000544
28350795	152	172	progressive disorder	Disease	MESH:D018450
28350795	325	327	AD	Disease	MESH:D000544
28350795	438	464	neurodegenerative diseases	Disease	MESH:D019636
28350795	476	478	AD	Disease	MESH:D000544
28350795	567	569	AD	Disease	MESH:D000544
28350795	822	824	AD	Disease	MESH:D000544
28350795	953	955	AD	Disease	MESH:D000544
28350795	985	987	AD	Disease	MESH:D000544
28350795	1187	1189	AD	Disease	MESH:D000544
28350795	1219	1238	Alzheimers Disease"	1
"1859"	"Parkinsons disease	Disease	MESH:D010300
28350890	359	377	movement disorders	Disease	MESH:D009069
28350890	452	471	Parkinsons disease"	1
"1860"	"Parkinsons disease	Disease	MESH:D010300
28352155	450	458	deficits	Disease	MESH:D009461
28352155	482	501	Alzheimers disease"	1
"1861"	"Parkinsons Disease	Disease	MESH:D010300
28353276	116	135	Parkinsons disease"	1
"1862"	"Parkinsons Disease	Disease	MESH:D010300
28353277	112	131	Parkinsons disease"	1
"1863"	"Parkinsons disease	Disease	MESH:D010300
28353279	196	198	PD	Disease	MESH:D010300
28353279	766	783	neuronal toxicity	Disease	MESH:D009410
28353279	916	929	neurotoxicity	Disease	MESH:D020258
28353279	1158	1168	neurotoxic	Disease	MESH:D020258
28353279	1628	1630	PD	Disease	MESH:D010300
28353279	1703	1713	neurotoxic	Disease	MESH:D020258
28353278	168	187	Parkinsons disease"	1
"1864"	"Parkinsons disease	Disease	MESH:D010300
28353280	831	850	Parkinsons disease"	1
"1865"	"Parkinsons disease	Disease	MESH:D010300
28353282	199	233	Crohns inflammatory bowel disease"	1
"1866"	"Parkinsons disease	Disease	MESH:D010300
28353284	166	168	PD	Disease	MESH:D010300
28353284	233	235	PD	Disease	MESH:D010300
28353284	504	521	neurodegeneration	Disease	MESH:D019636
28353284	693	706	neuronal loss	Disease	MESH:D009410
28353284	716	718	PD	Disease	MESH:D010300
28353284	824	826	PD	Disease	MESH:D010300
28353282	103	131	familial Parkinsons disease"	1
"1867"	"Parkinsons disease	Disease	MESH:D010300
28353286	86	88	PD	Disease	MESH:D010300
28353286	122	148	neurodegenerative syndrome	Disease	MESH:D019636
28353286	176	193	movement disorder	Disease	MESH:D009069
28353286	640	642	PD	Disease	MESH:D010300
28353286	704	706	PD	Disease	MESH:D010300
28353286	791	808	neurodegeneration	Disease	MESH:D019636
28353286	1158	1175	neurodegeneration	Disease	MESH:D019636
28353284	27	46	Parkinsons Disease"	1
"1868"	"Parkinsons disease	Disease	MESH:D010300
28353288	758	760	PD	Disease	MESH:D010300
28353286	44	63	Parkinsons Disease"	1
"1869"	"Parkinsons disease	Disease	MESH:D010300
28353371	135	137	PD	Disease	MESH:D010300
28353371	491	493	PD	Disease	MESH:D010300
28353371	931	933	PD	Disease	MESH:D010300
28353294	0	20	Delusional psychosis	Disease	MESH:D011605
28353294	70	79	Parkinson	Disease	MESH:D010302
28353288	147	166	Parkinsons disease"	1
"1870"	"Parkinsons disease	Disease	MESH:D010300
28360124	152	179	neurodegenerative disorders	Disease	MESH:D019636
28360124	295	317	polyglutamine diseases	Disease	MESH:D030342
28360124	342	371	amyotrophic lateral sclerosis	Disease	MESH:D000690
28360124	387	395	dementia	Disease	MESH:D003704
28360124	475	494	Parkinsons disease"	1
"1871"	"Parkinsons disease	Disease	MESH:D010300
28361101	126	145	Parkinsons disease"	1
"1872"	"Parkinsons disease	Disease	MESH:D010300
28361101	1314	1329	Gaucher disease	Disease	MESH:D005776
28361101	1359	1374	Gaucher disease	Disease	MESH:D005776
28361101	1500	1519	Parkinsons disease"	1
"1873"	"Parkinsons disease	Disease	MESH:D010300
28361101	427	457	idiopathic Parkinsons disease"	1
"1874"	"Parkinsons disease	Disease	MESH:D010300
28366621	531	541	deficiency	Disease	MESH:D007153
28366621	784	794	deficiency	Disease	MESH:D007153
28366621	1199	1216	neurodegeneration	Disease	MESH:D019636
28365858	36	55	Parkinsons Disease"	1
"1875"	"Parkinsons disease	Disease	MESH:D010300
28382420	154	156	PD	Disease	MESH:D010300
28382420	809	811	PD	Disease	MESH:D010300
28382420	853	855	PD	Disease	MESH:D010300
28382420	986	1015	rhythmic upper limb movements	Disease	MESH:D038062
28382420	1171	1190	Upper limb movement	Disease	MESH:D038062
28382420	1720	1722	PD	Disease	MESH:D010300
28381488	103	122	Parkinsons disease"	1
"1876"	"Parkinsons disease	Disease	MESH:D010300
28386933	308	327	Parkinsons disease"	1
"1877"	"Parkinsons Disease	Disease	MESH:D010300
28387681	139	164	Gastrointestinal symptoms	Disease	MESH:D012817
28387681	218	237	Parkinsons disease"	1
"1878"	"Parkinsons Disease	Disease	MESH:D010300
28387683	140	159	Parkinsons disease"	1
"1879"	"Parkinsons disease	Disease	MESH:D010300
28390981	166	168	PD	Disease	MESH:D010300
28390981	182	207	neurodegenerative disease	Disease	MESH:D019636
28390981	316	318	PD	Disease	MESH:D010300
28390981	741	753	cytotoxicity	Disease	MESH:D064420
28390981	1102	1114	cytotoxicity	Disease	MESH:D064420
28390981	1146	1148	PD	Disease	MESH:D010300
28390981	1824	1826	PD	Disease	MESH:D010300
28390207	183	199	Hypersensitivity	Disease	MESH:D004342
28390207	559	575	hypersensitivity	Disease	MESH:D004342
28390148	163	182	Parkinsons Disease"	1
"1880"	"Parkinsons disease	Disease	MESH:D010300
28395802	246	265	Parkinsons disease"	1
"1881"	"Parkinsons disease	Disease	MESH:D010300
28395803	222	241	Parkinsons disease"	1
"1882"	"Parkinsons disease	Disease	MESH:D010300
28395804	245	264	Parkinsons disease"	1
"1883"	"Parkinsons disease	Disease	MESH:D010300
28395805	229	248	Parkinsons disease"	1
